pair_key,substance_a_id,substance_b_id,is_self_pair,classification_code,classification_confidence,risk_score,risk_label,headline,mechanism_summary,timing_guidance,field_notes,primary_mechanism_category,mechanism_categories,evidence_gaps,provenance_confidence_tier,provenance_rationale
antipsychotics|nn_dmt,nn_dmt,antipsychotics,false,INFERRED,low,NULL,Mechanistic inference,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",The exact mechanism is unresolved; the classification is intentionally provisional.,NULL,NULL,psychiatric_destabilization,[psychiatric_destabilization operational_or_behavioral_risk],No direct pair-specific evidence was loaded.,low,This is a catch-all fallback when no sharper class-level rule is available.
antipsychotics|psilocybin,psilocybin,antipsychotics,false,LOW_MOD,medium,2.00,"Low Risk, Effect Modulation","Many antipsychotics will blunt psilocybin more than they increase direct toxicity, but the underlying psychiatric indication may still make psychedelic use a poor fit.","5-HT2A antagonism reliably suppresses classic psychedelic effects. The principal concern is less serotonin toxicity than medication discontinuation, psychosis risk, and dose-chasing against receptor blockade.",NULL,NULL,serotonergic,[serotonergic psychiatric_destabilization operational_or_behavioral_risk],NULL,medium,"Many antipsychotics will blunt psilocybin more than they increase direct toxicity, but the underlying psychiatric indication may still make psychedelic use a poor fit."
antipsychotics|salvia,salvia,antipsychotics,false,INFERRED,low,NULL,Mechanistic inference,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",The exact mechanism is unresolved; the classification is intentionally provisional.,NULL,NULL,psychiatric_destabilization,[psychiatric_destabilization operational_or_behavioral_risk],No direct pair-specific evidence was loaded.,low,This is a catch-all fallback when no sharper class-level rule is available.
antipsychotics|serotonergic_opioids,serotonergic_opioids,antipsychotics,false,THEORETICAL,medium,2.00,Theoretical interaction,A CNS-depressant or opioid-like partner with another depressant signal suggests pharmacodynamic CNS depression with possible respiratory involvement.,"Sedation, slowed respiration, vomiting, and impaired self-protection can stack even when the exact chemistry differs.",NULL,NULL,pharmacodynamic_cns_depression,[pharmacodynamic_cns_depression respiratory_depression operational_or_behavioral_risk dehydration_or_electrolyte_risk],"- Avoid mixing with alcohol, benzodiazepines, or other sedatives.
- Seek urgent care for slowed breathing, cyanosis, or unresponsiveness.",medium,The shared depressant physiology is enough to support a moderate provisional warning.
antipsychotics|snri,snri,antipsychotics,false,INFERRED,low,NULL,Mechanistic inference,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",The exact mechanism is unresolved; the classification is intentionally provisional.,NULL,NULL,psychiatric_destabilization,[psychiatric_destabilization operational_or_behavioral_risk],No direct pair-specific evidence was loaded.,low,This is a catch-all fallback when no sharper class-level rule is available.
antipsychotics|ssri,ssri,antipsychotics,false,INFERRED,low,NULL,Mechanistic inference,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",The exact mechanism is unresolved; the classification is intentionally provisional.,NULL,NULL,psychiatric_destabilization,[psychiatric_destabilization operational_or_behavioral_risk],No direct pair-specific evidence was loaded.,low,This is a catch-all fallback when no sharper class-level rule is available.
antipsychotics|tobacco_rape,tobacco_rape,antipsychotics,false,THEORETICAL,low,2.00,Theoretical interaction,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,"Additive catecholaminergic and serotonergic activation can raise heart rate, blood pressure, anxiety, and overheating risk.",NULL,NULL,sympathomimetic_load,[sympathomimetic_load cardiovascular_load psychiatric_destabilization hemodynamic_interaction],"- Avoid sleep deprivation, dehydration, and dose escalation.
- Do not ignore chest pain, severe headache, or confusion.",low,Class-level autonomic activation supports a cautious inference even without pair-specific trials.
antipsychotics|tricyclic_ad,tricyclic_ad,antipsychotics,false,INFERRED,low,NULL,Mechanistic inference,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",The exact mechanism is unresolved; the classification is intentionally provisional.,NULL,NULL,psychiatric_destabilization,[psychiatric_destabilization operational_or_behavioral_risk],No direct pair-specific evidence was loaded.,low,This is a catch-all fallback when no sharper class-level rule is available.
antipsychotics|two_c_x,two_c_x,antipsychotics,false,INFERRED,low,NULL,Unknown/Insufficient Data,No explicit interaction classification is loaded for this pair in the current curated dataset.,NULL,NULL,NULL,psychiatric_destabilization,[],NULL,low,No explicit rule is loaded for this pair in the current dataset.
antipsychotics|yopo,yopo,antipsychotics,false,INFERRED,low,NULL,Mechanistic inference,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",The exact mechanism is unresolved; the classification is intentionally provisional.,NULL,NULL,psychiatric_destabilization,[psychiatric_destabilization operational_or_behavioral_risk],No direct pair-specific evidence was loaded.,low,This is a catch-all fallback when no sharper class-level rule is available.
atypical_ad|atypical_ad,atypical_ad,atypical_ad,true,SELF,not_applicable,-1.00,Same Entity / N-A,Same entity selected; this is not an interaction pair.,NULL,NULL,NULL,unknown,[unknown],NULL,low,Self pairing is not an interaction and is preserved as a non-comparable diagonal case.
atypical_ad|ayahuasca,ayahuasca,atypical_ad,false,THEORETICAL,medium,2.00,Theoretical interaction,Two serotonergic agents create a provisional serotonergic toxicity or effect-modulation signal.,"Atypical antidepressants vary by agent, but several carry meaningful serotonergic load; with ayahuasca’s MAO-A inhibition the conservative default is to model combined serotonergic tone and autonomic stress rather than treating the pair as a mild theoretical curiosity.",NULL,NULL,serotonergic_toxicity,[serotonergic_toxicity maoi_potentiation psychedelic_intensification psychiatric_destabilization cardiovascular_load],"- Avoid adding more serotonergic drugs.
- Watch for clonus, tremor, fever, and confusion.",medium,The serotonergic overlap is strong enough to justify a medium-confidence heuristic.
atypical_ad|belladonna,belladonna,atypical_ad,false,INFERRED,low,NULL,Mechanistic inference,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",The exact mechanism is unresolved; the classification is intentionally provisional.,NULL,NULL,psychiatric_destabilization,[psychiatric_destabilization operational_or_behavioral_risk],No direct pair-specific evidence was loaded.,low,This is a catch-all fallback when no sharper class-level rule is available.
atypical_ad|benzodiazepines,atypical_ad,benzodiazepines,false,THEORETICAL,medium,2.00,Theoretical interaction,A CNS-depressant or opioid-like partner with another depressant signal suggests pharmacodynamic CNS depression with possible respiratory involvement.,"Sedation, slowed respiration, vomiting, and impaired self-protection can stack even when the exact chemistry differs.",NULL,NULL,pharmacodynamic_cns_depression,[pharmacodynamic_cns_depression respiratory_depression operational_or_behavioral_risk dehydration_or_electrolyte_risk],"- Avoid mixing with alcohol, benzodiazepines, or other sedatives.
- Seek urgent care for slowed breathing, cyanosis, or unresponsiveness.",medium,The shared depressant physiology is enough to support a moderate provisional warning.
atypical_ad|beta_blockers,atypical_ad,beta_blockers,false,INFERRED,low,NULL,Mechanistic inference,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",The exact mechanism is unresolved; the classification is intentionally provisional.,NULL,NULL,psychiatric_destabilization,[psychiatric_destabilization operational_or_behavioral_risk],No direct pair-specific evidence was loaded.,low,This is a catch-all fallback when no sharper class-level rule is available.
atypical_ad|beta_blockers_ccb,atypical_ad,beta_blockers_ccb,false,INFERRED,low,NULL,Mechanistic inference,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",The exact mechanism is unresolved; the classification is intentionally provisional.,NULL,NULL,psychiatric_destabilization,[psychiatric_destabilization operational_or_behavioral_risk],No direct pair-specific evidence was loaded.,low,This is a catch-all fallback when no sharper class-level rule is available.
atypical_ad|brugmansia,brugmansia,atypical_ad,false,INFERRED,low,NULL,Mechanistic inference,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",The exact mechanism is unresolved; the classification is intentionally provisional.,NULL,NULL,psychiatric_destabilization,[psychiatric_destabilization operational_or_behavioral_risk],No direct pair-specific evidence was loaded.,low,This is a catch-all fallback when no sharper class-level rule is available.
